sgRNA	gene	counts	control mean	control stdev	fold change	p-value	significant
sgAKAP5_2	AKAP5	5532.55612797	1317.24797329	354.235276116	4.20008703005	7.53175299906e-13	True
sgENTPD1_3	ENTPD1	5559.21249476	2335.45368397	626.613054419	2.38035655895	5.66281892403e-05	True
sgOAS1_5	OAS1	6540.0579912	3217.28977268	862.509826815	2.03278487587	0.00101852371738	True
sgCAMK1_1	CAMK1	9317.76021238	5164.947683	1383.51980617	1.80403767555	0.00574757842457	False
sgSERPINE1_1	SERPINE1	3589.9053971	1998.2837806	536.417779757	1.79649428772	0.00615061364415	False
sgPTMS_2	PTMS	4015.31925079	2241.26784605	601.417707313	1.79153922092	0.00634671047127	False
sgLAT_5	LAT	12456.683404	6974.29538514	1867.53060772	1.78608486107	0.00652670537892	False
INTERGENIC33423	Intergenic	7060.12914738	4253.26324188	1139.63892738	1.65993232628	0.015718407938	False
sgSH3BGRL2_3	SH3BGRL2	4180.6975264	2643.21518933	708.94127566	1.58167127038	0.0263889399448	False
sgMYO1E_2	MYO1E	6834.91004836	4418.98938611	1183.97164099	1.54671338878	0.0327981778782	False
sgXCL2_4	XCL2	8360.30703782	5417.27414613	1451.01858334	1.54326822167	0.0334519758389	False
sgGEM_2	GEM	5731.1188602	3715.06642599	995.668093663	1.54266928314	0.0336302715202	False
INTERGENIC2261	Intergenic	5063.07766795	3357.38530725	899.986238145	1.50804188516	0.0416476060599	False
sgATP9A_2	ATP9A	8206.35291942	5540.21864346	1483.90694011	1.48123268187	0.0488608309227	False
INTERGENIC39333	Intergenic	4786.72186529	3237.66220614	867.959577673	1.47845005455	0.0498331554592	False
sgMYO1E_3	MYO1E	7788.55517052	5471.88781514	1465.62805256	1.42337625215	0.0684978045251	False
sgSRGAP3_5	SRGAP3	8253.68157066	5845.23634313	1565.50091584	1.41203555958	0.0730417523428	False
sgPDE7B_4	PDE7B	10183.8201294	7259.70078915	1943.87816175	1.40278785933	0.076903661402	False
sgCLNK_2	CLNK	3206.38011979	2289.84840376	614.413335465	1.40025868722	0.0783203165591	False
sgGEM_4	GEM	11377.3725526	8197.72538076	2194.8050084	1.38786944233	0.0835099964465	False
sgCLNK_4	CLNK	6010.19470028	4341.50679098	1163.24459382	1.38435685803	0.0852546814844	False
sgSERPINE1_5	SERPINE1	9420.57762715	6867.47857059	1838.95650706	1.37176658512	0.0912660592557	False
sgATP9A_4	ATP9A	2081.37263969	1521.17987445	408.788840786	1.36826201467	0.093634563143	False
sgENTPD1_5	ENTPD1	6724.4765288	4926.12649825	1319.63376295	1.36506371308	0.0947132554992	False
sgPTPN22_2	PTPN22	8039.34262135	5918.26257373	1585.03584843	1.35839573206	0.0981224101196	False
sgNTRK1_3	NTRK1	9799.20683709	7325.06867392	1961.36443891	1.33776313552	0.109455468633	False
sgRYR1_4	RYR1	4796.51400003	3622.91661375	971.017466885	1.32393717863	0.117885514425	False
sgCAMK1_2	CAMK1	6968.19188232	5306.99000973	1421.51694454	1.31302148102	0.124552742351	False
sgSNX9_4	SNX9	3369.58236545	2574.6517993	690.600125813	1.30875265011	0.127644715634	False
sgOAS1_4	OAS1	6238.13383672	4802.13319923	1286.46483851	1.29903390387	0.133771210678	False
sgENTPD1_2	ENTPD1	2465.44192448	1910.44743488	512.920924391	1.29050497777	0.140117495377	False
sgPHLDA1_5	PHLDA1	4887.36325012	3789.98022489	1015.70798203	1.28954848314	0.14041735032	False
sgMS4A6A_1	MS4A6A	9241.05515692	7239.28917776	1938.41794076	1.27651416182	0.149610544562	False
sgPHEX_5	PHEX	2882.15165841	2269.17811188	608.883892737	1.27013020411	0.154743424986	False
sgOAS1_1	OAS1	4720.89695954	3720.23517365	997.050764559	1.26897809928	0.155570110275	False
sgSNX9_1	SNX9	2474.14604425	1959.07719646	525.929737652	1.26291401315	0.160352947166	False
sgENTPD1_4	ENTPD1	5128.9025737	4105.25683578	1100.04634351	1.24934998683	0.171003758118	False
sgRYR1_2	RYR1	5271.9765424	4243.57917292	1137.04838211	1.24234197774	0.176801370635	False
sgFAM3C_5	FAM3C	8008.33419468	6462.10404796	1730.51653035	1.23927657853	0.179151705415	False
sgSLC29A1_4	SLC29A1	9309.6001001	7534.51293505	2017.3919569	1.23559414926	0.182290467977	False
sgSRGAP3_3	SRGAP3	5079.39789252	4141.77532657	1109.81525488	1.22638180298	0.190433200168	False
sgPHEX_4	PHEX	7774.95498338	6359.17225555	1702.98169272	1.22263632293	0.193736583407	False
sgP2RY1_4	P2RY1	8178.06453017	6690.30942443	1791.56275967	1.22237463342	0.193837860318	False
INTERGENIC4649	Intergenic	13571.3547418	11186.2624463	2994.25534368	1.21321619325	0.202141523556	False
sgSNX9_5	SNX9	8303.18625184	6893.44598356	1845.90293661	1.20450443387	0.210355630946	False
sgRYR1_3	RYR1	4660.51212865	3888.39856607	1042.03547373	1.19856852364	0.216250295056	False
sgNDFIP2_4	NDFIP2	8610.55048117	7195.94916106	1926.8242422	1.19658300642	0.218025627284	False
sgSERPINE1_4	SERPINE1	3823.2846084	3203.9501471	858.941395098	1.19330340138	0.221396317747	False
sgSNX9_2	SNX9	5520.58796329	4662.0303904	1248.98652486	1.18415958306	0.230484884424	False
sgMS4A6A_2	MS4A6A	5337.80144815	4515.5426086	1209.80019123	1.18209524543	0.232639881139	False
sgSHC4_3	SHC4	7220.61135561	6124.67129202	1640.25135436	1.178938593	0.235747697634	False
sgDUSP4_2	DUSP4	8034.44655398	6828.79646264	1828.60882479	1.17655381851	0.238161541974	False
sgCLNK_5	CLNK	8442.99617563	7177.50222163	1921.88958199	1.17631397594	0.238480864633	False
sgPTPN22_4	PTPN22	5690.31829878	4878.84817226	1306.98653758	1.16632411952	0.248960956711	False
sgPTMS_3	PTMS	6115.18814499	5268.55836995	1411.23626031	1.16069476991	0.254972869249	False
sgPLS3_1	PLS3	9359.64878877	8081.67864842	2163.76185702	1.1581317689	0.25776622969	False
sgAKAP5_1	AKAP5	3826.54865331	3310.70069636	887.497820331	1.15581232019	0.260516295545	False
sgPTMS_1	PTMS	3977.78273429	3459.86830901	927.401062862	1.1496919475	0.267355224791	False
sgSERPINE1_3	SERPINE1	6896.92690171	6001.66326968	1607.34600918	1.14916925389	0.267785479862	False
INTERGENIC19822	Intergenic	6692.38008715	5921.5404191	1585.91269073	1.13017553094	0.289475038488	False
sgDUSP4_4	DUSP4	10704.435293	9511.58849133	2546.27073573	1.12540984114	0.295058630599	False
sgOAS1_3	OAS1	8126.92782653	7283.43757358	1950.22788523	1.11580936123	0.306723143836	False
sgPLS3_5	PLS3	5643.53365502	5073.38023718	1359.0249874	1.11238136926	0.310905808334	False
sgXCL2_2	XCL2	12741.7433264	11476.4037392	3071.86975207	1.11025575746	0.313432744312	False
sgSH3BGRL2_5	SH3BGRL2	4920.00369925	4433.8835241	1187.95590988	1.10963756096	0.314161870381	False
sgNTRK1_4	NTRK1	3504.49622187	3159.37953797	847.01848308	1.10923558875	0.314880103267	False
sgMS4A6A_3	MS4A6A	5725.13477785	5244.65994031	1404.84329314	1.09161220041	0.336873167154	False
sgPDE7B_2	PDE7B	6954.0476877	6383.53681933	1709.49935162	1.08937222178	0.339725841969	False
sgNDFIP2_2	NDFIP2	3224.33236681	2978.28808934	798.575398207	1.082612652	0.348657441562	False
sgCAMK1_5	CAMK1	5506.98777615	5094.17520109	1364.58776	1.08103619502	0.35081594144	False
sgMS4A6A_5	MS4A6A	15925.8191393	14920.4675213	3993.17591129	1.06738070483	0.368781787138	False
sgFAM3C_4	FAM3C	3291.78929502	3106.51555882	832.877042524	1.05964036963	0.379521528355	False
sgSLC29A1_5	SLC29A1	1887.16196735	1783.95084847	479.082150371	1.05785536018	0.381703863314	False
sgATP9A_5	ATP9A	4490.78179316	4263.8276444	1142.46496702	1.05322779617	0.388230821223	False
sgCAMK1_4	CAMK1	6962.75180746	6626.28623242	1774.43619383	1.05077739826	0.391536897089	False
sgCLNK_3	CLNK	5709.35856077	5443.69400174	1458.08604605	1.04880225798	0.394203838518	False
sgPTMS_4	PTMS	2876.71158355	2756.15977244	739.15467434	1.04373905037	0.401485853452	False
sgOAS1_2	OAS1	3538.22468597	3406.18723506	913.041050338	1.03876400262	0.40822329149	False
sgPHEX_3	PHEX	6895.29487926	6696.26686771	1793.15640942	1.02972223412	0.421082388436	False
sgCLNK_1	CLNK	6099.95593539	5930.84922509	1588.40284933	1.02851306851	0.422971744889	False
sgDUSP4_3	DUSP4	9129.53362238	8882.82548326	2378.07311997	1.02777361095	0.423910802911	False
INTERGENIC42167	Intergenic	5619.59732566	5469.0707828	1464.87448028	1.02752323911	0.424309228539	False
sgZAP70_3	ZAP70	4320.50745018	4229.15520177	1133.18988516	1.0216005902	0.432821462219	False
sgSNX9_3	SNX9	5079.9419	4980.7008062	1334.23270535	1.01992512654	0.435362400962	False
sgXCL2_5	XCL2	7284.26023142	7167.85512467	1919.30892921	1.01623987995	0.440522028786	False
INTERGENIC50500	Intergenic	4556.06269142	4483.8723974	1201.32822514	1.0160999885	0.440646001141	False
sgPHLDA1_2	PHLDA1	4979.30051518	4934.22219567	1321.79940876	1.00913585115	0.450895102909	False
sgSPRY1_2	SPRY1	7459.43064177	7432.25600283	1990.0376525	1.00365631094	0.458995993498	False
sgENTPD1_1	ENTPD1	5107.68628176	5106.1477876	1367.79049583	1.00030130232	0.464023016482	False
sgPHLDA1_3	PHLDA1	4577.82299084	4626.43745485	1239.46520785	0.989492030426	0.480151854585	False
sgP2RY1_1	P2RY1	4656.16006876	4763.74977422	1276.19705002	0.977414912504	0.498082260233	False
sgLAT_2	LAT	6833.82203339	7019.82335998	1879.70959777	0.973503417814	0.504188609975	False
sgPHEX_1	PHEX	5474.34732702	5629.79336557	1507.86869026	0.972388677798	0.505755829465	False
sgPHLDA1_1	PHLDA1	5391.65818922	5557.42343528	1488.50932031	0.970172284335	0.509198172853	False
sgFAM3C_2	FAM3C	9944.45683573	10288.0629956	2753.98199336	0.966601472015	0.514598569699	False
INTERGENIC12191	Intergenic	4906.40351211	5114.12446761	1369.92430364	0.959382890108	0.525529861959	False
INTERGENIC14666	Intergenic	6672.79581767	6974.60934588	1867.61459399	0.956726819634	0.529700099108	False
sgSPRY1_1	SPRY1	4379.80426611	4580.48590262	1227.17290046	0.956187696944	0.53052522833	False
sgLAT_3	LAT	1948.09080573	2048.75933432	549.9203483	0.950863663241	0.538114595866	False
INTERGENIC36225	Intergenic	4510.36606264	4743.61887605	1270.81191809	0.950828087267	0.538575739938	False
sgPTMS_5	PTMS	1741.91196871	1831.76179839	491.871937576	0.950948955394	0.538602478255	False
sgSERPINE1_2	SERPINE1	3906.51775368	4109.23335153	1101.11008491	0.950668268139	0.538852930321	False
sgP2RY1_2	P2RY1	3984.31082412	4197.66899408	1124.76713967	0.949172226238	0.541069000264	False
