AKAP5	12588.6520999
ATP9A	18506.6986378
CAMK1	33961.1127523
CLNK	31721.7644814
DUSP4	37060.8365265
ENTPD1	17181.6341097
FAM3C	36365.4202363
GEM	32530.3880746
Intergenic	117046.647878
LAMP1	28366.5156517
LAT	15918.0249746
MS4A6A	35598.8450699
MYO1E	24435.5268237
NDFIP2	27926.624417
NTRK1	17484.598416
OAS1	22271.6500881
P2RY1	41160.019062
PDE7B	43195.5941874
PHEX	31655.9964291
PHLDA1	26840.9124724
PLS3	30937.9386783
PTMS	17025.300215
PTPN22	28144.4137048
RYR1	24698.5990327
SERPINE1	25721.7774193
SH3BGRL2	27776.759511
SHC4	33885.6412169
SLC29A1	20183.2448879
SNX9	19232.3035422
SPRY1	23288.359486
SRGAP3	32520.6845915
XCL2	41170.8007099
ZAP70	23596.7146162
