AKAP5	13088.163158
ATP9A	29068.7173985
CAMK1	15693.0784595
CLNK	25930.5291799
DUSP4	45102.705799
ENTPD1	9494.71589591
FAM3C	27955.1495034
GEM	25365.7301083
Intergenic	148137.124879
LAMP1	24614.9801599
LAT	41005.3744078
MS4A6A	30512.5084025
MYO1E	44348.2154594
NDFIP2	22897.0719149
NTRK1	17252.8215908
OAS1	15280.5667441
P2RY1	44115.7768632
PDE7B	27748.8936457
PHEX	17412.0553877
PHLDA1	29755.8806965
PLS3	42518.0954783
PTMS	9921.12049296
PTPN22	25008.7899193
RYR1	22733.0290436
SERPINE1	19226.6794624
SH3BGRL2	33882.6008757
SHC4	23073.9389846
SLC29A1	29935.9538158
SNX9	16685.8851529
SPRY1	25637.7099829
SRGAP3	22687.075666
XCL2	39930.279108
ZAP70	33978.7823637
