AKAP5	19140.3593713
ATP9A	21051.4576681
CAMK1	33383.0193503
CLNK	29468.8854919
DUSP4	35905.0380533
ENTPD1	24985.7198035
FAM3C	32831.39576
GEM	29874.1710686
Intergenic	113307.511111
LAMP1	19430.8593686
LAT	31475.729106
MS4A6A	37769.8957138
MYO1E	32074.1373401
NDFIP2	25523.7432067
NTRK1	21571.5288242
OAS1	29164.2413
P2RY1	32661.121417
PDE7B	37262.8807372
PHEX	25588.4800975
PHLDA1	26479.5643588
PLS3	31755.3489536
PTMS	18726.9136823
PTPN22	25983.429532
RYR1	23695.8780553
SERPINE1	27637.212288
SH3BGRL2	25573.7918954
SHC4	26539.4051822
SLC29A1	20637.4679716
SNX9	24747.4445248
SPRY1	23268.8321791
SRGAP3	32993.5099907
XCL2	43752.8900398
ZAP70	15738.1365568
