AKAP5	15474.3499453
ATP9A	19610.1037967
CAMK1	34176.4585223
CLNK	29175.7709278
DUSP4	36906.4635276
ENTPD1	19908.2929458
FAM3C	46164.2179503
GEM	24193.1413718
Intergenic	110777.731938
LAMP1	12222.513929
LAT	9791.16109947
MS4A6A	35810.0164699
MYO1E	34945.5457533
NDFIP2	26436.5053899
NTRK1	24845.5458922
OAS1	23813.9225625
P2RY1	38957.208468
PDE7B	33451.8218477
PHEX	26558.2813933
PHLDA1	23898.6564356
PLS3	27180.5891829
PTMS	19830.0414455
PTPN22	20748.2232511
RYR1	27015.2886763
SERPINE1	25488.2268534
SH3BGRL2	30056.4475764
SHC4	38168.211092
SLC29A1	26901.3841255
SNX9	28592.8204017
SPRY1	34135.7121789
SRGAP3	33283.7431814
XCL2	51053.3161273
ZAP70	10428.2857411
