AKAP5	17879.4154418
ATP9A	17619.5075527
CAMK1	28934.2946017
CLNK	22995.0084983
DUSP4	40850.4850555
ENTPD1	23398.5496944
FAM3C	34078.2234807
GEM	27367.0304889
Intergenic	110929.371008
LAMP1	42449.0162828
LAT	14737.5589861
MS4A6A	40546.1192381
MYO1E	26641.5357234
NDFIP2	24226.6396792
NTRK1	24952.1344447
OAS1	23308.1681917
P2RY1	29156.5842436
PDE7B	42876.9849122
PHEX	35821.3651124
PHLDA1	20695.4099387
PLS3	26499.3680623
PTMS	18493.0325632
PTPN22	25616.5606272
RYR1	22288.5671307
SERPINE1	23660.4117781
SH3BGRL2	28189.7464384
SHC4	32035.6015182
SLC29A1	19668.4806479
SNX9	21797.5757238
SPRY1	27145.7179442
SRGAP3	36063.6852496
XCL2	45163.8812065
ZAP70	23913.9685345
