avg.exp	pct.exp	features.plot	id	avg.exp.scaled
0.261782106546683	96.3905599259602	earlyActivation_Andreatta2021	Tex-term	0.929105896010375
0.348263314793856	94.1693660342434	effectorMemory_Andreatta2021	Tex-term	0.606522729954033
0.0238392747338375	51.1337343822304	naiveLike_Andreatta2021	Tex-term	-0.262429899017093
0.591955919903166	96.8070337806571	Tex_Andreatta2021	Tex-term	1.19010227459475
0.354211663993818	92.133271633503	Tpex_Andreatta2021	Tex-term	0.408597905841214
0.157284642393368	84.1321544904607	earlyActivation_Andreatta2021	Tex-prolif	-0.375625743659941
0.219237859765365	84.8766868310842	effectorMemory_Andreatta2021	Tex-prolif	-0.150624572366098
-0.0253843659126522	35.7840856212192	naiveLike_Andreatta2021	Tex-prolif	-0.503090990516751
0.392950525814991	91.763610981852	Tex_Andreatta2021	Tex-prolif	0.229843481298739
0.22818296527121	84.1321544904607	Tpex_Andreatta2021	Tex-prolif	-0.06044717472707
0.176641634305647	87.0666666666667	earlyActivation_Andreatta2021	Tex-Prf1	-0.133938732387222
0.348919342787865	94.5333333333333	effectorMemory_Andreatta2021	Tex-Prf1	0.610372434074823
0.0157249635475833	46.6666666666667	naiveLike_Andreatta2021	Tex-Prf1	-0.302101872914275
0.583881706564768	96.4	Tex_Andreatta2021	Tex-Prf1	1.15114185147321
0.329132238740796	91.2	Tpex_Andreatta2021	Tex-Prf1	0.31525899845234
0.26253944414208	91.5841584158416	earlyActivation_Andreatta2021	Tem	0.938561841478834
0.579177831932264	98.8448844884488	effectorMemory_Andreatta2021	Tem	1.96157552693347
0.0120058874338014	50.4950495049505	naiveLike_Andreatta2021	Tem	-0.320284943186158
0.467287794479199	95.7095709570957	Tex_Andreatta2021	Tem	0.588542381052109
0.0963527249810307	65.3465346534654	Tpex_Andreatta2021	Tem	-0.551084040020283
0.11896936755248	79.3372319688109	earlyActivation_Andreatta2021	Tprolif	-0.854021576253795
0.150163800572101	77.7777777777778	effectorMemory_Andreatta2021	Tprolif	-0.555965034579015
-0.0369750975940674	32.7485380116959	naiveLike_Andreatta2021	Tprolif	-0.559759658276659
0.299901435656455	88.6939571150098	Tex_Andreatta2021	Tprolif	-0.219145388788564
0.130043101977217	71.7348927875244	Tpex_Andreatta2021	Tprolif	-0.425697475271779
0.142531989744861	81.6067653276956	earlyActivation_Andreatta2021	Tpex	-0.559824019049027
0.046658171677573	54.7568710359408	effectorMemory_Andreatta2021	Tpex	-1.16335686803649
0.188141792360344	78.2241014799154	naiveLike_Andreatta2021	Tpex	0.540867514762409
0.134571126674192	61.7336152219873	Tex_Andreatta2021	Tpex	-1.01691212132357
0.162127501680948	76.9556025369979	Tpex_Andreatta2021	Tpex	-0.306287928108677
0.0853281119193828	71.09375	earlyActivation_Andreatta2021	Tex-early-prolif	-1.27405866498487
0.128342480577592	69.140625	effectorMemory_Andreatta2021	Tex-early-prolif	-0.684016926070185
-0.0286294051755459	33.59375	naiveLike_Andreatta2021	Tex-early-prolif	-0.518956429982633
0.276735147992807	83.984375	Tex_Andreatta2021	Tex-early-prolif	-0.330929451421491
0.152862950144397	73.046875	Tpex_Andreatta2021	Tex-early-prolif	-0.34076810893999
0.330998045536423	94.1860465116279	earlyActivation_Andreatta2021	Tnaive-like	1.79332041356945
0.315973027453332	81.3953488372093	effectorMemory_Andreatta2021	Tnaive-like	0.417036833968459
0.589824409735158	95.3488372093023	naiveLike_Andreatta2021	Tnaive-like	2.5
-0.0467072297624376	33.7209302325581	Tex_Andreatta2021	Tnaive-like	-1.89163281218784
-0.113684784262633	16.2790697674419	Tpex_Andreatta2021	Tnaive-like	-1.3327874253928
0.150245136749419	86.9565217391304	earlyActivation_Andreatta2021	Tcytokine	-0.463519414723796
0.0674162787130598	56.5217391304348	effectorMemory_Andreatta2021	Tcytokine	-1.04154412387899
-0.0409088535157343	34.7826086956522	naiveLike_Andreatta2021	Tcytokine	-0.578992327404092
0.407280503914759	82.6086956521739	Tex_Andreatta2021	Tcytokine	0.298989785302658
0.860593419358604	86.9565217391304	Tpex_Andreatta2021	Tcytokine	2.29321524816705
