p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cluster
1.03185707042103e-11	0.549091913158951	0.912	0.852	2.18898158919117e-07	Gm11808	Tex-early-prolif
1.31988193015975e-10	0.42799294643968	0.991	0.993	2.7999975266409e-06	Rpl27a	Tex-early-prolif
7.88696172862681e-10	0.580468253244861	0.991	0.986	1.67314006111089e-05	Ubb	Tex-early-prolif
1.68993683899683e-08	0.320575249718899	1	0.993	0.000358503201024788	Rps10	Tex-early-prolif
4.77853476608136e-08	0.42325730556298	0.982	0.986	0.0010137183652765	Rpl15	Tex-early-prolif
9.62405238110549e-08	0.467789880944344	0.991	0.979	0.00204164647212772	Uba52	Tex-early-prolif
9.78379005492003e-08	0.412884062345998	0.956	0.894	0.00207553322225074	Atp5l	Tex-early-prolif
1.63478919125858e-07	0.375651757937692	0.763	0.542	0.00346804179033594	Ubb-ps	Tex-early-prolif
4.82694505288231e-07	0.298588140890971	0.991	0.986	0.0102398812351845	Serf2	Tex-early-prolif
7.05660800253345e-07	0.359213973281166	0.754	0.479	0.0149698882165745	Bloc1s1	Tex-early-prolif
1.85952494223414e-06	0.287362706519374	0.991	1	0.039447962124555	Rpl24	Tex-early-prolif
3.3453975657156e-06	0.277464257631259	1	1	0.0709692639590907	Rpl27	Tex-early-prolif
3.35428638949312e-06	-0.368684743537603	0.912	0.979	0.0711578314667071	Septin11	Tex-early-prolif
3.87333535007724e-06	0.377298187868591	0.947	0.901	0.0821689361165387	Myl12b	Tex-early-prolif
4.20575116137266e-06	0.404580460933152	0.886	0.803	0.0892208051373596	Rnaset2a	Tex-early-prolif
6.37925930017225e-06	0.310981433851515	0.956	0.986	0.135329606793854	Rpl36al	Tex-early-prolif
7.36204762104355e-06	-0.612544990568941	0.86	0.944	0.156178478232818	Nr4a2	Tex-early-prolif
9.43386508831259e-06	-0.222467152320871	0.132	0.373	0.200130013983463	Snx9	Tex-early-prolif
1.27740434124009e-05	0.447399887972272	0.982	0.972	0.270988556950672	Cxcr6	Tex-early-prolif
2.05697158649996e-05	0.290685723309293	1	1	0.436365952360102	Tmsb10	Tex-early-prolif
2.58019876888797e-05	-0.341058569515292	1	0.979	0.547363366831893	Fus	Tex-early-prolif
3.13652069232808e-05	-0.348219319503128	0.272	0.528	0.665381499670478	mt-Nd6	Tex-early-prolif
4.14992361174807e-05	-0.242668570685766	1	0.993	0.880364794996235	Rps15	Tex-early-prolif
5.87334004426325e-05	-0.31675708410594	0.535	0.746	1	Endod1	Tex-early-prolif
5.90435789294678e-05	0.211357961096962	1	1	1	Rpl30	Tex-early-prolif
6.51654288798159e-05	0.323957039493076	0.904	0.824	1	Rn7sk	Tex-early-prolif
7.71016034391304e-05	0.39446826972355	0.974	0.923	1	H2-T23	Tex-early-prolif
8.10498106457273e-05	0.255790904931108	0.851	0.775	1	Ssna1	Tex-early-prolif
0.000100852324112781	-0.384295600773052	0.754	0.866	1	Ncapg2	Tex-early-prolif
0.000105631885780889	-0.320425148459012	0.912	0.937	1	Baz1b	Tex-early-prolif
0.000106717601697894	-0.28559311844414	1	1	1	Rpl12	Tex-early-prolif
0.000108476220649134	0.247689602260166	0.921	0.859	1	Psmb10	Tex-early-prolif
0.000123908655589623	0.318864926387733	0.886	0.796	1	Rpl37rt	Tex-early-prolif
0.000126062043812749	0.216615885963398	1	1	1	Rplp0	Tex-early-prolif
0.000151357417369841	-0.367403785235943	0.842	0.894	1	Ptpn6	Tex-early-prolif
0.000169349857240688	-0.297793793486569	0.632	0.775	1	Gnptab	Tex-early-prolif
0.000239715339950457	-0.668283791269601	0.658	0.775	1	Fosb	Tex-early-prolif
0.000261980195526163	-0.176115849566616	0.149	0.352	1	Foxk1	Tex-early-prolif
0.000283173864786421	-0.378711608097317	1	1	1	Ncl	Tex-early-prolif
0.000284106242146973	-0.241260131154471	1	1	1	Rack1	Tex-early-prolif
0.000323367207175191	-0.233316318922058	0.781	0.901	1	Ccnl1	Tex-early-prolif
0.000335684649827636	-0.231256254177105	0.974	0.986	1	Wnk1	Tex-early-prolif
0.00041911837847266	0.227616093151879	0.93	0.901	1	Arf1	Tex-early-prolif
0.000439031172697803	-0.241295781337904	0.772	0.852	1	Rlf	Tex-early-prolif
0.000464330588964847	-0.302210875408108	0.456	0.627	1	Gm43065	Tex-early-prolif
0.000506351410985806	-0.242761439536644	1	1	1	Myh9	Tex-early-prolif
0.000517624372645512	0.233734861499772	0.579	0.423	1	Ccndbp1	Tex-early-prolif
0.000527447045320387	0.230832676675521	0.86	0.796	1	Gm11478	Tex-early-prolif
0.000532628152370905	-0.180958442410022	1	1	1	Ddx5	Tex-early-prolif
0.000540282490024743	0.217153270983732	0.807	0.697	1	Wdr83os	Tex-early-prolif
0.000559835330141492	-0.222717151116075	0.693	0.859	1	Ctdspl2	Tex-early-prolif
0.000628994423714479	0.247709657095095	0.982	0.979	1	Klrc1	Tex-early-prolif
0.000693381830504481	-0.25338360895944	0.833	0.894	1	Sema4d	Tex-early-prolif
0.000715106864298835	-0.419729091401529	0.772	0.81	1	Cd44	Tex-early-prolif
0.000715540873145785	0.259899240518216	0.868	0.838	1	Supt4a	Tex-early-prolif
0.00073385565140119	-0.25431754700313	0.675	0.824	1	Prpf8	Tex-early-prolif
0.000740594437249173	-0.288544687878206	0.386	0.563	1	Zfp318	Tex-early-prolif
0.000820588783329071	0.217720409785952	0.57	0.415	1	Arl3	Tex-early-prolif
0.000839905042851025	-0.272977755517811	0.693	0.775	1	Pmf1	Tex-early-prolif
0.000848677088379203	0.184008228727831	1	1	1	Rpl13	Tex-early-prolif
0.000880254870941541	0.391512290451118	0.991	0.965	1	Ly6a	Tex-early-prolif
0.000888974420972434	-0.227906527681476	0.465	0.669	1	Lin54	Tex-early-prolif
0.000928228598776669	0.255587112391819	0.728	0.577	1	Grcc10	Tex-early-prolif
0.000944052760636488	0.220505231154968	1	1	1	Rps28	Tex-early-prolif
0.000952675769371097	-0.175836837631364	1	1	1	Tpt1	Tex-early-prolif
0.000953657431824315	0.303191593688723	0.868	0.761	1	Rnaset2b	Tex-early-prolif
0.000967186009118374	-0.238684065745934	0.991	0.979	1	Hnrnpm	Tex-early-prolif
0.00105855200197858	-0.204248357428649	0.588	0.775	1	Trim33	Tex-early-prolif
0.00108571043476448	0.206302885717768	0.798	0.69	1	Idh3a	Tex-early-prolif
0.00113374905969558	-0.215020050403063	0.465	0.655	1	Tob2	Tex-early-prolif
0.00113536589890902	0.182115092245298	0.693	0.514	1	Sft2d1	Tex-early-prolif
0.00113930139326437	0.268378369442229	0.754	0.676	1	Gm10177	Tex-early-prolif
0.00117574553177142	-0.174677199994736	1	0.993	1	Rps14	Tex-early-prolif
0.00129301280158934	-0.224270115910874	1	1	1	Hnrnpa2b1	Tex-early-prolif
0.00129684303360942	-0.209978960580168	1	1	1	Rpl23a	Tex-early-prolif
0.00133085687173569	-0.21244543769023	0.588	0.704	1	Fbxl14	Tex-early-prolif
0.00134008789691968	-0.223658263469146	0.623	0.746	1	Tbl1xr1	Tex-early-prolif
0.00142206628905673	-0.201072463235246	0.5	0.683	1	Naa40	Tex-early-prolif
0.00149315717475779	0.212137155218818	0.991	0.937	1	Macroh2a1	Tex-early-prolif
0.00149720386880951	0.205204790014646	0.912	0.915	1	Selenof	Tex-early-prolif
0.00161428275489052	0.18644330218728	0.553	0.366	1	Calhm6	Tex-early-prolif
0.00162159137665758	0.181746525571516	0.518	0.345	1	Got1	Tex-early-prolif
0.00166366242687715	-0.275657417551377	0.991	0.972	1	Tpm4	Tex-early-prolif
0.00169640397367311	-0.16736149277331	0.368	0.563	1	Brap	Tex-early-prolif
0.00172683356792126	0.260237586254279	0.877	0.803	1	Frg1	Tex-early-prolif
0.00175294277261947	0.204143230364261	0.912	0.859	1	Txndc17	Tex-early-prolif
0.00176258859351173	-0.196446099237818	0.298	0.493	1	Ptprs	Tex-early-prolif
0.00176311366372889	0.212412280977055	0.904	0.866	1	Timm10b	Tex-early-prolif
0.00183892403560901	-0.193974816851381	0.746	0.873	1	Gmps	Tex-early-prolif
0.0018766764397716	-0.266166414337425	0.939	0.951	1	Hnrnpc	Tex-early-prolif
0.00188587581411179	-0.184223407563552	0.325	0.528	1	Brpf1	Tex-early-prolif
