gene	donor	meanlogfc_perDonor	median
AKAP5	119	-0.0834401303381513	0.00937121213126055
AKAP5	122	0.00937121213126055	0.00937121213126055
AKAP5	124	0.235559511426872	0.00937121213126055
AKAP5	141	0.0171695955564546	0.00937121213126055
AKAP5	144	-0.0575866083222331	0.00937121213126055
ATP9A	119	-0.0188396335871256	0.0416558535687949
ATP9A	122	0.0467400874367096	0.0416558535687949
ATP9A	124	-0.10885299209463	0.0416558535687949
ATP9A	141	0.0692890201926993	0.0416558535687949
ATP9A	144	0.0416558535687949	0.0416558535687949
CAMK1	119	-0.0197987067223074	0.0229673456560396
CAMK1	122	0.00508131776202932	0.0229673456560396
CAMK1	124	0.326855968789936	0.0229673456560396
CAMK1	141	0.0229673456560396	0.0229673456560396
CAMK1	144	0.0525417999643583	0.0229673456560396
CLNK	119	0.0593878643359421	0.0593878643359421
CLNK	122	-0.07120127464759	0.0593878643359421
CLNK	124	-0.10814312395244	0.0593878643359421
CLNK	141	0.257124297480542	0.0593878643359421
CLNK	144	0.109699461166902	0.0593878643359421
DUSP4	119	0.133323265271341	0.0317089112326411
DUSP4	122	0.0317089112326411	0.0317089112326411
DUSP4	124	-0.0345329655638689	0.0317089112326411
DUSP4	141	0.0641292839742634	0.0317089112326411
DUSP4	144	-0.0689568939289822	0.0317089112326411
ENTPD1	119	-0.0948021196252849	-0.0271930591483919
ENTPD1	122	0.0335746501911553	-0.0271930591483919
ENTPD1	124	0.514889630874191	-0.0271930591483919
ENTPD1	141	-0.0271930591483919	-0.0271930591483919
ENTPD1	144	-0.0988803208536961	-0.0271930591483919
FAM3C	119	0.0611391001908503	0.050026726364925
FAM3C	122	0.050026726364925	0.050026726364925
FAM3C	124	0.0164673998725931	0.050026726364925
FAM3C	141	-0.0380833166587795	0.050026726364925
FAM3C	144	0.0957612864461004	0.050026726364925
GEM	119	0.0793047885760329	0.0650931864602411
GEM	122	0.0561082205949224	0.0650931864602411
GEM	124	0.140464240882491	0.0650931864602411
GEM	141	0.0650931864602411	0.0650931864602411
GEM	144	-0.112312179719983	0.0650931864602411
Intergenic	119	-0.00967008640438334	-0.00967008640438334
Intergenic	122	0.00560821209479497	-0.00967008640438334
Intergenic	124	-0.0572465914871252	-0.00967008640438334
Intergenic	141	0.00171435878015016	-0.00967008640438334
Intergenic	144	-0.013138222242959	-0.00967008640438334
LAMP1	119	-0.355191416689238	-0.355191416689238
LAMP1	122	-0.434236743782711	-0.355191416689238
LAMP1	124	-0.107162851570781	-0.355191416689238
LAMP1	141	-0.210375441335457	-0.355191416689238
LAMP1	144	-0.562503516110689	-0.355191416689238
LAT	119	-0.413910315257656	-0.355570162737091
LAT	122	-0.533678903845801	-0.355570162737091
LAT	124	-0.254028975942025	-0.355570162737091
LAT	141	-0.355570162737091	-0.355570162737091
LAT	144	-0.167266910905459	-0.355570162737091
MS4A6A	119	-0.0356113795325494	-0.0356113795325494
MS4A6A	122	-0.0052775496964597	-0.0356113795325494
MS4A6A	124	-0.0493229005211214	-0.0356113795325494
MS4A6A	141	0.00497797238085388	-0.0356113795325494
MS4A6A	144	-0.0397971057370495	-0.0356113795325494
MYO1E	119	-0.0636178140664633	-0.0615398867136217
MYO1E	122	-0.0615398867136217	-0.0615398867136217
MYO1E	124	-0.0901755524191046	-0.0615398867136217
MYO1E	141	0.0362589406009025	-0.0615398867136217
MYO1E	144	0.0996412025610068	-0.0615398867136217
NDFIP2	119	-0.00900323907383626	0.00573027063475848
NDFIP2	122	0.00573027063475848	0.00573027063475848
NDFIP2	124	-0.124151821312632	0.00573027063475848
NDFIP2	141	0.0555309110163499	0.00573027063475848
NDFIP2	144	0.0291718898282499	0.00573027063475848
NTRK1	119	0.0148605515132705	0.0148605515132705
NTRK1	122	0.0658502052810649	0.0148605515132705
NTRK1	124	-0.149768460067619	0.0148605515132705
NTRK1	141	-0.0117970378531396	0.0148605515132705
NTRK1	144	0.0210777501020462	0.0148605515132705
OAS1	119	-0.0243445078446414	0.0235407151581417
OAS1	122	0.0235407151581417	0.0235407151581417
OAS1	124	0.156648827725091	0.0235407151581417
OAS1	141	0.0631069742650118	0.0235407151581417
OAS1	144	0.00260599965918118	0.0235407151581417
P2RY1	119	0.110598694338435	0.0981044893489826
P2RY1	122	-0.058985960727072	0.0981044893489826
P2RY1	124	-0.0134101591186834	0.0981044893489826
P2RY1	141	0.0981044893489826	0.0981044893489826
P2RY1	144	0.114335968298168	0.0981044893489826
PDE7B	119	-0.0386503189190845	-0.0386503189190845
PDE7B	122	0.0230909007936784	-0.0386503189190845
PDE7B	124	-0.0177007143021299	-0.0386503189190845
PDE7B	141	-0.0733109852166549	-0.0386503189190845
PDE7B	144	-0.108344518586184	-0.0386503189190845
PHEX	119	0.0448562870715966	0.0705974283001291
PHEX	122	0.0705974283001291	0.0705974283001291
PHEX	124	0.869263497354763	0.0705974283001291
PHEX	141	0.0754929315376194	0.0705974283001291
PHEX	144	-0.165743857162565	0.0705974283001291
PHLDA1	119	-0.0536228379240337	-0.00772947638527868
PHLDA1	122	-0.00772947638527868	-0.00772947638527868
PHLDA1	124	0.13082582113646	-0.00772947638527868
PHLDA1	141	-0.0454753881357845	-0.00772947638527868
PHLDA1	144	0.0425956670889609	-0.00772947638527868
PLS3	119	0.0106244806248529	-0.0857499384469507
PLS3	122	-0.0892720768258135	-0.0857499384469507
PLS3	124	-0.322989829698651	-0.0857499384469507
PLS3	141	-0.0857499384469507	-0.0857499384469507
PLS3	144	0.012954804593559	-0.0857499384469507
PTMS	119	-0.000971237386208174	0.00953212528473006
PTMS	122	0.0880396557739051	0.00953212528473006
PTMS	124	-0.0277443338439015	0.00953212528473006
PTMS	141	0.076057342247083	0.00953212528473006
PTMS	144	0.00953212528473006	0.00953212528473006
PTPN22	119	-0.0282663721121395	-0.0596020195915248
PTPN22	122	-0.0596020195915248	-0.0596020195915248
PTPN22	124	-0.0898791365007436	-0.0596020195915248
PTPN22	141	-0.020132693686332	-0.0596020195915248
PTPN22	144	-0.130094117638551	-0.0596020195915248
RYR1	119	-0.0420046837822885	-0.00622761327506262
RYR1	122	-0.00622761327506262	-0.00622761327506262
RYR1	124	-0.101755962026218	-0.00622761327506262
RYR1	141	0.00267682626279583	-0.00622761327506262
RYR1	144	0.0668655395375254	-0.00622761327506262
SERPINE1	119	0.106081134674332	0.0676747846047265
SERPINE1	122	0.0676747846047265	0.0676747846047265
SERPINE1	124	-0.00938391440574003	0.0676747846047265
SERPINE1	141	0.151190757486658	0.0676747846047265
SERPINE1	144	0.0331815704623417	0.0676747846047265
SH3BGRL2	119	-0.0479894568832952	0.0194765525314208
SH3BGRL2	122	0.0194765525314208	0.0194765525314208
SH3BGRL2	124	0.0148152478927844	0.0194765525314208
SH3BGRL2	141	0.0929677525326428	0.0194765525314208
SH3BGRL2	144	0.0228624129804203	0.0194765525314208
SHC4	119	0.0178758512129983	0.0390789876757345
SHC4	122	0.0390789876757345	0.0390789876757345
SHC4	124	0.134645283808676	0.0390789876757345
SHC4	141	-0.0626821249355499	0.0390789876757345
SHC4	144	0.0866601003065402	0.0390789876757345
SLC29A1	119	0.131548523486078	0.0586424637786508
SLC29A1	122	0.0586424637786508	0.0586424637786508
SLC29A1	124	-0.0651266232843537	0.0586424637786508
SLC29A1	141	-0.0160231175391764	0.0586424637786508
SLC29A1	144	0.163942297273884	0.0586424637786508
SNX9	119	0.0740116846048679	0.0817297077112569
SNX9	122	0.0817297077112569	0.0817297077112569
SNX9	124	0.129852099229927	0.0817297077112569
SNX9	141	-0.0636045821084995	0.0817297077112569
SNX9	144	0.13959455520588	0.0817297077112569
SPRY1	119	0.0561337065103021	0.0629660040655757
SPRY1	122	0.0629660040655757	0.0629660040655757
SPRY1	124	0.0902623384042699	0.0629660040655757
SPRY1	141	-0.103826836314695	0.0629660040655757
SPRY1	144	0.0937475918248908	0.0629660040655757
SRGAP3	119	0.0699970682772278	0.0302915850971532
SRGAP3	122	0.0302915850971532	0.0302915850971532
SRGAP3	124	0.131742190564717	0.0302915850971532
SRGAP3	141	-0.0525202146633868	0.0302915850971532
SRGAP3	144	-0.0612906248202886	0.0302915850971532
XCL2	119	-0.0362359806440188	-0.0216020141770653
XCL2	122	-0.0778327123588289	-0.0216020141770653
XCL2	124	0.0190547103208757	-0.0216020141770653
XCL2	141	-0.0216020141770653	-0.0216020141770653
XCL2	144	0.0513627795816753	-0.0216020141770653
ZAP70	119	-0.13201616787199	-0.304445328788585
ZAP70	122	-0.228640783807202	-0.304445328788585
ZAP70	124	-0.304445328788585	-0.304445328788585
ZAP70	141	-0.54939170381086	-0.304445328788585
ZAP70	144	-0.412485568696214	-0.304445328788585
